Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income,Per_Capita_Income,Age_Group,Experience_Group,Is_Anomaly
53,Bachelor's,Healthcare,4,Suburban,42,Single,Self-employed,2,Own,Single-family home,Female,Public transit,70240,35120,50–59,16+ yrs,Yes
37,Bachelor's,Healthcare,4,Suburban,25,Married,Part-time,5,Own,Townhouse,Female,Biking,67470,13494,30–39,16+ yrs,Yes
62,High School,Education,0,Urban,14,Single,Full-time,4,Own,Apartment,Female,Walking,5766152,1441538,60–70,11–15 yrs,No
54,Master's,Healthcare,5,Urban,31,Married,Full-time,2,Rent,Single-family home,Male,Public transit,1875206,937603,50–59,16+ yrs,Yes
39,Doctorate,Healthcare,5,Urban,34,Married,Self-employed,6,Rent,Apartment,Female,Public transit,65526,10921,30–39,16+ yrs,Yes
24,High School,Healthcare,1,Rural,11,Married,Self-employed,4,Own,Single-family home,Female,Biking,5113844,1278461,18–29,11–15 yrs,Yes
40,Bachelor's,Finance,2,Suburban,20,Divorced,Self-employed,1,Own,Single-family home,Male,Car,69462,69462,40–49,16+ yrs,Yes
58,Bachelor's,Healthcare,4,Urban,11,Married,Self-employed,2,Own,Townhouse,Female,Public transit,66332,33166,50–59,11–15 yrs,Yes
57,High School,Healthcare,3,Urban,48,Married,Full-time,4,Own,Townhouse,Male,Public transit,73216,18304,50–59,16+ yrs,Yes
46,Bachelor's,Others,3,Rural,0,Single,Full-time,1,Own,Townhouse,Male,Car,66480,66480,40–49,0–5 yrs,Yes
33,Bachelor's,Healthcare,1,Urban,10,Divorced,Part-time,3,Own,Apartment,Female,Biking,3275352,1091784,30–39,6–10 yrs,No
55,High School,Technology,2,Rural,24,Single,Part-time,4,Rent,Single-family home,Male,Biking,125898,31474.5,50–59,16+ yrs,No
45,Master's,Technology,0,Urban,46,Single,Full-time,6,Rent,Apartment,Male,Car,72326,12054.33333,40–49,16+ yrs,Yes
65,Bachelor's,Others,2,Urban,8,Married,Full-time,2,Own,Apartment,Male,Car,815360,407680,60–70,6–10 yrs,No
55,Bachelor's,Others,3,Urban,38,Single,Self-employed,3,Own,Apartment,Female,Public transit,70184,23394.66667,50–59,16+ yrs,No
48,Master's,Education,3,Urban,42,Married,Self-employed,4,Own,Townhouse,Female,Car,173349,43337.25,40–49,16+ yrs,Yes
31,High School,Others,0,Suburban,26,Married,Full-time,4,Own,Apartment,Male,Car,5586437,1396609.25,30–39,16+ yrs,Yes
70,Bachelor's,Education,0,Urban,28,Married,Full-time,3,Own,Townhouse,Male,Public transit,68646,22882,60–70,16+ yrs,No
50,Bachelor's,Technology,3,Urban,49,Divorced,Self-employed,6,Rent,Apartment,Female,Public transit,69396,11566,50–59,16+ yrs,Yes
26,Bachelor's,Healthcare,4,Rural,26,Married,Full-time,7,Own,Apartment,Female,Biking,374753,53536.14286,18–29,16+ yrs,Yes
44,Bachelor's,Technology,4,Urban,27,Single,Part-time,7,Own,Single-family home,Female,Public transit,75212,10744.57143,40–49,16+ yrs,No
41,High School,Technology,0,Urban,38,Single,Full-time,6,Own,Townhouse,Male,Car,420199,70033.16667,40–49,16+ yrs,Yes
30,High School,Technology,5,Urban,17,Divorced,Part-time,1,Rent,Single-family home,Male,Public transit,70640,70640,30–39,16+ yrs,Yes
43,High School,Technology,4,Urban,14,Married,Full-time,2,Rent,Single-family home,Female,Public transit,99806,49903,40–49,11–15 yrs,Yes
46,Doctorate,Healthcare,0,Urban,15,Single,Self-employed,6,Own,Single-family home,Female,Public transit,66324,11054,40–49,11–15 yrs,No
68,High School,Education,2,Urban,46,Married,Full-time,1,Own,Single-family home,Male,Public transit,67096,67096,60–70,16+ yrs,Yes
66,High School,Finance,2,Urban,22,Single,Part-time,7,Own,Townhouse,Female,Public transit,71038,10148.28571,60–70,16+ yrs,No
60,Doctorate,Healthcare,2,Urban,29,Single,Part-time,2,Own,Apartment,Male,Car,64938,32469,60–70,16+ yrs,No
45,Bachelor's,Education,0,Urban,35,Married,Part-time,7,Rent,Apartment,Female,Public transit,75228,10746.85714,40–49,16+ yrs,Yes
45,Bachelor's,Technology,0,Urban,34,Married,Full-time,3,Own,Apartment,Male,Public transit,71168,23722.66667,40–49,16+ yrs,Yes
25,High School,Others,4,Urban,27,Single,Part-time,1,Rent,Apartment,Female,Biking,1503823,1503823,18–29,16+ yrs,Yes
40,Bachelor's,Healthcare,4,Urban,45,Married,Full-time,6,Own,Single-family home,Female,Car,69028,11504.66667,40–49,16+ yrs,Yes
46,High School,Technology,4,Urban,2,Married,Self-employed,5,Rent,Apartment,Female,Public transit,1357012,271402.4,40–49,0–5 yrs,No
22,Bachelor's,Healthcare,1,Urban,15,Married,Full-time,5,Own,Townhouse,Male,Public transit,70128,14025.6,18–29,11–15 yrs,Yes
59,Doctorate,Education,0,Urban,14,Married,Self-employed,4,Rent,Single-family home,Female,Car,71578,17894.5,50–59,11–15 yrs,No
24,Bachelor's,Healthcare,5,Rural,18,Married,Part-time,1,Rent,Single-family home,Female,Public transit,67232,67232,18–29,16+ yrs,Yes
59,High School,Technology,2,Urban,9,Married,Full-time,6,Own,Single-family home,Female,Biking,65552,10925.33333,50–59,6–10 yrs,No
53,Bachelor's,Finance,2,Urban,48,Married,Full-time,4,Rent,Apartment,Female,Biking,71752,17938,50–59,16+ yrs,Yes
58,Bachelor's,Healthcare,1,Suburban,3,Single,Self-employed,6,Own,Single-family home,Female,Public transit,66978,11163,50–59,0–5 yrs,No
44,Bachelor's,Finance,1,Suburban,21,Single,Full-time,1,Own,Apartment,Female,Walking,70646,70646,40–49,16+ yrs,No
63,Bachelor's,Education,2,Rural,17,Married,Part-time,2,Own,Single-family home,Male,Biking,59617,29808.5,60–70,16+ yrs,No
19,Bachelor's,Healthcare,0,Urban,21,Single,Full-time,2,Rent,Apartment,Male,Public transit,279059,139529.5,18–29,16+ yrs,Yes
42,Bachelor's,Technology,2,Urban,41,Married,Self-employed,3,Rent,Single-family home,Female,Biking,71256,23752,40–49,16+ yrs,Yes
26,Doctorate,Education,2,Urban,15,Single,Part-time,7,Own,Apartment,Male,Car,72812,10401.71429,18–29,11–15 yrs,Yes
70,Master's,Healthcare,5,Urban,2,Single,Self-employed,5,Own,Single-family home,Male,Biking,73068,14613.6,60–70,0–5 yrs,No
44,High School,Finance,1,Urban,43,Married,Self-employed,5,Own,Single-family home,Female,Car,4967902,993580.4,40–49,16+ yrs,Yes
18,Master's,Finance,1,Suburban,50,Married,Part-time,3,Rent,Single-family home,Female,Walking,69686,23228.66667,18–29,16+ yrs,Yes
40,High School,Finance,4,Urban,34,Married,Full-time,3,Own,Apartment,Male,Public transit,66808,22269.33333,40–49,16+ yrs,Yes
27,Master's,Education,1,Urban,40,Single,Full-time,3,Rent,Single-family home,Female,Biking,8000230,2666743.333,18–29,16+ yrs,Yes
59,High School,Healthcare,5,Urban,38,Married,Full-time,6,Own,Single-family home,Male,Public transit,70562,11760.33333,50–59,16+ yrs,No
69,Bachelor's,Finance,5,Rural,15,Married,Full-time,3,Own,Apartment,Male,Public transit,1589756,529918.6667,60–70,11–15 yrs,Yes
42,Master's,Education,2,Urban,20,Single,Full-time,1,Own,Single-family home,Female,Public transit,68974,68974,40–49,16+ yrs,Yes
20,High School,Finance,5,Rural,20,Married,Self-employed,3,Rent,Single-family home,Female,Car,4333422,1444474,18–29,16+ yrs,Yes
23,Master's,Finance,4,Suburban,0,Single,Full-time,4,Rent,Single-family home,Male,Biking,70604,17651,18–29,0–5 yrs,No
23,Bachelor's,Finance,2,Rural,29,Single,Full-time,7,Own,Single-family home,Female,Car,71668,10238.28571,18–29,16+ yrs,Yes
70,Bachelor's,Education,0,Suburban,46,Married,Part-time,3,Rent,Apartment,Male,Biking,66492,22164,60–70,16+ yrs,No
19,Bachelor's,Others,0,Urban,33,Married,Self-employed,1,Own,Apartment,Female,Biking,73298,73298,18–29,16+ yrs,Yes
35,Master's,Technology,1,Suburban,47,Married,Full-time,5,Own,Apartment,Male,Public transit,67558,13511.6,30–39,16+ yrs,Yes
40,High School,Technology,4,Urban,38,Single,Full-time,5,Own,Single-family home,Male,Public transit,73336,14667.2,40–49,16+ yrs,Yes
19,Bachelor's,Technology,5,Urban,45,Single,Full-time,5,Own,Apartment,Female,Biking,66914,13382.8,18–29,16+ yrs,Yes
29,Master's,Healthcare,3,Urban,22,Divorced,Full-time,7,Rent,Single-family home,Male,Car,1575152,225021.7143,18–29,16+ yrs,Yes
39,Master's,Education,0,Urban,33,Single,Part-time,1,Rent,Townhouse,Female,Car,4646350,4646350,30–39,16+ yrs,Yes
54,Master's,Others,5,Urban,29,Married,Part-time,7,Own,Single-family home,Female,Walking,68218,9745.428571,50–59,16+ yrs,No
37,Bachelor's,Healthcare,0,Urban,49,Married,Self-employed,3,Rent,Townhouse,Female,Public transit,72396,24132,30–39,16+ yrs,Yes
56,Master's,Education,0,Urban,32,Single,Self-employed,2,Own,Single-family home,Male,Public transit,38179,19089.5,50–59,16+ yrs,No
41,Master's,Education,0,Rural,15,Divorced,Self-employed,5,Own,Single-family home,Male,Car,73290,14658,40–49,11–15 yrs,No
65,Master's,Education,1,Urban,40,Single,Part-time,5,Own,Single-family home,Male,Public transit,71270,14254,60–70,16+ yrs,No
37,High School,Technology,4,Urban,29,Married,Full-time,2,Own,Townhouse,Male,Biking,71836,35918,30–39,16+ yrs,Yes
18,Bachelor's,Others,0,Urban,2,Married,Full-time,3,Own,Townhouse,Female,Public transit,66630,22210,18–29,0–5 yrs,No
18,Bachelor's,Healthcare,5,Urban,44,Married,Part-time,5,Own,Apartment,Female,Biking,72344,14468.8,18–29,16+ yrs,Yes
34,Bachelor's,Finance,5,Urban,1,Married,Self-employed,3,Rent,Single-family home,Male,Car,74976,24992,30–39,0–5 yrs,Yes
18,Bachelor's,Finance,1,Suburban,25,Married,Part-time,4,Rent,Apartment,Male,Public transit,995401,248850.25,18–29,16+ yrs,Yes
70,High School,Technology,4,Urban,17,Married,Self-employed,2,Rent,Single-family home,Male,Biking,1397957,698978.5,60–70,16+ yrs,Yes
69,Bachelor's,Healthcare,4,Urban,1,Married,Full-time,1,Rent,Apartment,Male,Public transit,65180,65180,60–70,0–5 yrs,Yes
62,High School,Technology,3,Suburban,39,Divorced,Full-time,7,Own,Single-family home,Female,Car,67244,9606.285714,60–70,16+ yrs,No
47,High School,Others,2,Urban,2,Married,Part-time,3,Own,Apartment,Female,Car,944091,314697,40–49,0–5 yrs,No
58,Bachelor's,Education,0,Urban,16,Married,Self-employed,2,Rent,Townhouse,Female,Public transit,66092,33046,50–59,16+ yrs,No
64,Master's,Technology,1,Suburban,23,Married,Full-time,7,Own,Single-family home,Male,Biking,67652,9664.571429,60–70,16+ yrs,No
20,Bachelor's,Others,4,Urban,1,Single,Full-time,2,Own,Townhouse,Male,Car,36817,18408.5,18–29,0–5 yrs,Yes
63,High School,Finance,3,Urban,5,Single,Full-time,2,Rent,Single-family home,Male,Public transit,33945,16972.5,60–70,0–5 yrs,Yes
28,High School,Technology,2,Urban,39,Single,Full-time,6,Own,Apartment,Male,Car,75398,12566.33333,18–29,16+ yrs,Yes
41,Bachelor's,Others,4,Urban,25,Married,Full-time,1,Rent,Townhouse,Female,Car,550622,550622,40–49,16+ yrs,Yes
39,Master's,Healthcare,4,Urban,48,Married,Full-time,6,Own,Apartment,Male,Car,69228,11538,30–39,16+ yrs,Yes
61,Bachelor's,Finance,0,Suburban,5,Married,Full-time,5,Rent,Apartment,Female,Public transit,290025,58005,60–70,0–5 yrs,No
62,High School,Education,2,Urban,11,Married,Full-time,7,Rent,Single-family home,Female,Biking,68820,9831.428571,60–70,11–15 yrs,No
43,Bachelor's,Education,2,Urban,20,Single,Full-time,4,Own,Apartment,Female,Car,72546,18136.5,40–49,16+ yrs,No
30,Master's,Technology,1,Urban,15,Single,Part-time,5,Own,Townhouse,Female,Public transit,69080,13816,30–39,11–15 yrs,No
18,High School,Healthcare,3,Rural,5,Married,Part-time,3,Own,Apartment,Male,Biking,37367,12455.66667,18–29,0–5 yrs,Yes
41,Bachelor's,Education,5,Suburban,33,Divorced,Full-time,2,Own,Apartment,Female,Biking,1532447,766223.5,40–49,16+ yrs,Yes
27,Bachelor's,Healthcare,1,Suburban,2,Married,Full-time,5,Rent,Townhouse,Male,Car,87882,17576.4,18–29,0–5 yrs,No
52,High School,Healthcare,3,Urban,40,Married,Full-time,1,Own,Townhouse,Female,Car,65592,65592,50–59,16+ yrs,Yes
41,High School,Education,1,Suburban,18,Married,Full-time,1,Rent,Single-family home,Female,Public transit,80445,80445,40–49,16+ yrs,No
45,Bachelor's,Finance,3,Suburban,28,Married,Full-time,6,Rent,Single-family home,Female,Public transit,69274,11545.66667,40–49,16+ yrs,No
53,High School,Healthcare,5,Urban,31,Single,Full-time,6,Own,Single-family home,Female,Public transit,65154,10859,50–59,16+ yrs,No
33,High School,Technology,0,Rural,9,Single,Full-time,4,Own,Single-family home,Female,Car,2127954,531988.5,30–39,6–10 yrs,No
57,Bachelor's,Finance,3,Suburban,26,Married,Part-time,5,Own,Apartment,Female,Car,68504,13700.8,50–59,16+ yrs,No
33,High School,Healthcare,5,Rural,28,Single,Self-employed,6,Rent,Apartment,Female,Biking,60574,10095.66667,30–39,16+ yrs,Yes
34,Bachelor's,Others,1,Suburban,12,Married,Self-employed,6,Own,Apartment,Female,Car,67314,11219,30–39,11–15 yrs,No
68,High School,Others,2,Suburban,19,Single,Self-employed,1,Own,Single-family home,Male,Walking,74912,74912,60–70,16+ yrs,Yes
32,Bachelor's,Healthcare,4,Rural,27,Single,Part-time,6,Own,Townhouse,Male,Biking,3504686,584114.3333,30–39,16+ yrs,Yes
33,Master's,Others,5,Urban,26,Married,Self-employed,7,Rent,Townhouse,Female,Walking,74282,10611.71429,30–39,16+ yrs,Yes
32,Bachelor's,Technology,5,Suburban,12,Married,Part-time,1,Own,Apartment,Male,Public transit,266122,266122,30–39,11–15 yrs,Yes
51,Bachelor's,Healthcare,5,Urban,24,Single,Full-time,6,Own,Townhouse,Male,Biking,71968,11994.66667,50–59,16+ yrs,No
28,High School,Technology,3,Suburban,28,Divorced,Part-time,4,Rent,Apartment,Female,Public transit,67682,16920.5,18–29,16+ yrs,Yes
18,Bachelor's,Technology,3,Suburban,14,Married,Full-time,3,Rent,Single-family home,Male,Walking,755390,251796.6667,18–29,11–15 yrs,Yes
32,High School,Technology,2,Suburban,44,Married,Full-time,5,Own,Single-family home,Male,Car,67424,13484.8,30–39,16+ yrs,Yes
43,High School,Finance,0,Suburban,44,Divorced,Full-time,3,Rent,Townhouse,Female,Car,70380,23460,40–49,16+ yrs,Yes
68,Bachelor's,Healthcare,1,Urban,29,Single,Full-time,2,Rent,Apartment,Male,Biking,669079,334539.5,60–70,16+ yrs,No
21,Master's,Others,0,Urban,37,Married,Part-time,7,Rent,Apartment,Female,Public transit,80940,11562.85714,18–29,16+ yrs,Yes
60,Bachelor's,Others,3,Urban,31,Married,Self-employed,3,Rent,Apartment,Male,Public transit,162928,54309.33333,60–70,16+ yrs,No
22,High School,Finance,3,Urban,49,Single,Self-employed,1,Own,Apartment,Female,Public transit,71636,71636,18–29,16+ yrs,Yes
52,Master's,Healthcare,5,Urban,6,Married,Full-time,1,Own,Townhouse,Female,Walking,67202,67202,50–59,6–10 yrs,Yes
30,High School,Technology,5,Urban,34,Married,Self-employed,7,Own,Single-family home,Male,Walking,72056,10293.71429,30–39,16+ yrs,Yes
27,Master's,Finance,0,Urban,32,Married,Part-time,3,Own,Townhouse,Male,Biking,1680530,560176.6667,18–29,16+ yrs,Yes
28,Bachelor's,Others,1,Urban,11,Married,Full-time,3,Rent,Apartment,Male,Public transit,70712,23570.66667,18–29,11–15 yrs,No
35,Bachelor's,Others,3,Urban,22,Single,Part-time,2,Own,Single-family home,Male,Car,8814951,4407475.5,30–39,16+ yrs,Yes
51,Bachelor's,Others,3,Suburban,4,Single,Full-time,6,Own,Apartment,Female,Biking,74982,12497,50–59,0–5 yrs,No
56,Doctorate,Education,0,Urban,42,Married,Full-time,2,Rent,Apartment,Male,Walking,73066,36533,50–59,16+ yrs,Yes
58,Master's,Others,4,Urban,43,Married,Part-time,5,Own,Apartment,Male,Public transit,69840,13968,50–59,16+ yrs,No
59,Bachelor's,Healthcare,5,Suburban,30,Divorced,Part-time,1,Rent,Apartment,Male,Public transit,75018,75018,50–59,16+ yrs,Yes
67,Bachelor's,Education,2,Urban,15,Married,Full-time,5,Own,Single-family home,Female,Car,71970,14394,60–70,11–15 yrs,No
40,Bachelor's,Healthcare,3,Urban,32,Single,Self-employed,5,Rent,Apartment,Female,Biking,1159788,231957.6,40–49,16+ yrs,Yes
24,Bachelor's,Others,1,Urban,49,Single,Part-time,3,Rent,Single-family home,Male,Biking,446872,148957.3333,18–29,16+ yrs,Yes
56,Master's,Others,4,Rural,0,Single,Full-time,1,Own,Single-family home,Female,Car,71120,71120,50–59,0–5 yrs,Yes
20,High School,Healthcare,0,Urban,21,Single,Part-time,5,Rent,Single-family home,Male,Car,111890,22378,18–29,16+ yrs,Yes
29,Bachelor's,Education,0,Suburban,27,Married,Full-time,3,Own,Apartment,Female,Public transit,67022,22340.66667,18–29,16+ yrs,Yes
24,Doctorate,Others,1,Urban,4,Single,Full-time,4,Own,Apartment,Female,Public transit,71898,17974.5,18–29,0–5 yrs,No
66,Master's,Technology,5,Urban,3,Married,Self-employed,7,Rent,Townhouse,Female,Biking,3005670,429381.4286,60–70,0–5 yrs,No
43,High School,Technology,5,Urban,0,Married,Full-time,2,Rent,Townhouse,Male,Car,69096,34548,40–49,0–5 yrs,Yes
50,High School,Technology,4,Urban,14,Married,Full-time,3,Rent,Townhouse,Female,Car,1003474,334491.3333,50–59,11–15 yrs,Yes
54,Doctorate,Technology,1,Suburban,36,Married,Part-time,3,Own,Apartment,Female,Public transit,57072,19024,50–59,16+ yrs,No
65,Bachelor's,Others,3,Urban,38,Married,Part-time,5,Own,Apartment,Female,Car,5714922,1142984.4,60–70,16+ yrs,No
32,Bachelor's,Education,4,Suburban,48,Married,Full-time,3,Rent,Apartment,Male,Public transit,71782,23927.33333,30–39,16+ yrs,Yes
19,High School,Healthcare,2,Urban,37,Divorced,Part-time,6,Own,Townhouse,Male,Car,67134,11189,18–29,16+ yrs,Yes
58,Master's,Healthcare,2,Urban,44,Married,Self-employed,3,Own,Townhouse,Male,Public transit,9392668,3130889.333,50–59,16+ yrs,Yes
24,High School,Healthcare,1,Urban,23,Married,Part-time,6,Own,Single-family home,Male,Car,71274,11879,18–29,16+ yrs,Yes
49,High School,Technology,2,Rural,22,Married,Self-employed,5,Own,Apartment,Male,Walking,8246820,1649364,40–49,16+ yrs,No
21,High School,Others,1,Urban,46,Single,Full-time,3,Own,Townhouse,Female,Car,65148,21716,18–29,16+ yrs,Yes
37,Master's,Finance,3,Urban,6,Married,Full-time,6,Own,Single-family home,Female,Biking,66740,11123.33333,30–39,6–10 yrs,No
67,Master's,Others,5,Urban,30,Divorced,Full-time,2,Rent,Townhouse,Female,Public transit,1860239,930119.5,60–70,16+ yrs,Yes
70,Master's,Others,3,Urban,6,Single,Part-time,1,Own,Apartment,Male,Car,80650,80650,60–70,6–10 yrs,Yes
53,Bachelor's,Technology,1,Urban,12,Married,Self-employed,7,Own,Apartment,Female,Car,71446,10206.57143,50–59,11–15 yrs,No
49,Master's,Technology,3,Urban,3,Married,Self-employed,5,Rent,Townhouse,Female,Biking,4378293,875658.6,40–49,0–5 yrs,No
45,Master's,Technology,2,Rural,17,Married,Full-time,4,Rent,Apartment,Female,Public transit,515366,128841.5,40–49,16+ yrs,No
30,Master's,Healthcare,3,Urban,39,Single,Part-time,4,Own,Single-family home,Female,Biking,74190,18547.5,30–39,16+ yrs,Yes
18,Doctorate,Technology,2,Rural,18,Single,Self-employed,6,Own,Apartment,Female,Car,73304,12217.33333,18–29,16+ yrs,Yes
52,Bachelor's,Technology,5,Urban,15,Single,Full-time,1,Own,Single-family home,Male,Walking,75074,75074,50–59,11–15 yrs,Yes
65,Bachelor's,Technology,5,Urban,17,Single,Part-time,2,Own,Apartment,Female,Public transit,5758380,2879190,60–70,16+ yrs,Yes
47,Master's,Technology,2,Rural,15,Married,Self-employed,3,Own,Single-family home,Female,Biking,74014,24671.33333,40–49,11–15 yrs,No
53,Master's,Education,0,Urban,47,Single,Self-employed,6,Own,Single-family home,Female,Car,198672,33112,50–59,16+ yrs,Yes
42,Bachelor's,Technology,3,Urban,30,Married,Full-time,4,Own,Apartment,Female,Public transit,65204,16301,40–49,16+ yrs,Yes
33,High School,Education,3,Urban,24,Married,Full-time,3,Own,Single-family home,Male,Walking,68704,22901.33333,30–39,16+ yrs,Yes
36,Bachelor's,Healthcare,1,Rural,1,Single,Part-time,2,Own,Apartment,Female,Public transit,659113,329556.5,30–39,0–5 yrs,No
18,Bachelor's,Technology,1,Urban,45,Single,Self-employed,5,Own,Townhouse,Male,Biking,65568,13113.6,18–29,16+ yrs,Yes
22,High School,Education,4,Suburban,50,Divorced,Part-time,1,Own,Townhouse,Male,Public transit,72356,72356,18–29,16+ yrs,Yes
68,Master's,Others,2,Urban,27,Married,Full-time,6,Own,Single-family home,Male,Walking,74280,12380,60–70,16+ yrs,No
39,Bachelor's,Healthcare,5,Urban,15,Single,Self-employed,2,Rent,Single-family home,Female,Car,417271,208635.5,30–39,11–15 yrs,Yes
41,Bachelor's,Technology,5,Urban,35,Single,Full-time,4,Own,Townhouse,Female,Walking,33295,8323.75,40–49,16+ yrs,Yes
60,Bachelor's,Technology,0,Rural,44,Divorced,Part-time,4,Own,Apartment,Male,Public transit,8358611,2089652.75,60–70,16+ yrs,No
62,Bachelor's,Healthcare,2,Suburban,39,Single,Full-time,1,Rent,Townhouse,Female,Biking,71140,71140,60–70,16+ yrs,Yes
69,High School,Education,3,Urban,34,Married,Full-time,5,Own,Townhouse,Male,Car,74532,14906.4,60–70,16+ yrs,No
54,Bachelor's,Technology,4,Urban,23,Single,Full-time,2,Own,Single-family home,Male,Walking,70934,35467,50–59,16+ yrs,Yes
70,High School,Education,2,Urban,34,Single,Full-time,4,Own,Apartment,Female,Public transit,66296,16574,60–70,16+ yrs,No
53,High School,Healthcare,4,Urban,29,Married,Self-employed,6,Own,Apartment,Male,Public transit,73180,12196.66667,50–59,16+ yrs,No
53,High School,Technology,2,Urban,36,Single,Full-time,4,Rent,Apartment,Female,Public transit,523245,130811.25,50–59,16+ yrs,No
21,High School,Healthcare,3,Suburban,10,Single,Full-time,5,Own,Apartment,Male,Biking,168082,33616.4,18–29,6–10 yrs,Yes
53,Bachelor's,Technology,3,Urban,44,Married,Part-time,7,Rent,Apartment,Female,Biking,201683,28811.85714,50–59,16+ yrs,Yes
69,Bachelor's,Finance,2,Rural,33,Married,Part-time,4,Own,Single-family home,Male,Car,66812,16703,60–70,16+ yrs,No
70,Master's,Healthcare,5,Urban,37,Single,Part-time,7,Rent,Apartment,Female,Car,42593,6084.714286,60–70,16+ yrs,No
35,Bachelor's,Education,5,Urban,38,Married,Full-time,4,Own,Apartment,Female,Public transit,65808,16452,30–39,16+ yrs,Yes
67,Master's,Education,0,Rural,23,Single,Full-time,3,Rent,Townhouse,Male,Walking,68912,22970.66667,60–70,16+ yrs,No
33,Bachelor's,Technology,3,Urban,28,Single,Full-time,7,Rent,Single-family home,Male,Public transit,4993567,713366.7143,30–39,16+ yrs,Yes
58,Master's,Education,1,Urban,3,Single,Full-time,1,Rent,Single-family home,Female,Car,72944,72944,50–59,0–5 yrs,No
35,Bachelor's,Education,0,Suburban,40,Divorced,Self-employed,6,Own,Single-family home,Female,Public transit,75114,12519,30–39,16+ yrs,Yes
39,Bachelor's,Healthcare,2,Urban,49,Single,Part-time,3,Own,Single-family home,Male,Public transit,73024,24341.33333,30–39,16+ yrs,Yes
19,High School,Healthcare,0,Urban,29,Married,Full-time,4,Own,Single-family home,Male,Walking,75134,18783.5,18–29,16+ yrs,Yes
38,Bachelor's,Technology,1,Urban,13,Single,Full-time,5,Rent,Apartment,Male,Walking,363510,72702,30–39,11–15 yrs,No
53,Bachelor's,Healthcare,3,Urban,23,Single,Part-time,7,Rent,Townhouse,Male,Car,457352,65336,50–59,16+ yrs,No
61,Bachelor's,Healthcare,3,Urban,37,Single,Full-time,6,Own,Apartment,Male,Car,65500,10916.66667,60–70,16+ yrs,No
56,Master's,Education,5,Urban,33,Married,Part-time,1,Rent,Apartment,Male,Public transit,74368,74368,50–59,16+ yrs,Yes
64,High School,Healthcare,3,Urban,35,Single,Full-time,2,Own,Townhouse,Male,Public transit,67082,33541,60–70,16+ yrs,Yes
56,High School,Healthcare,5,Urban,14,Married,Full-time,2,Own,Apartment,Female,Car,1120975,560487.5,50–59,11–15 yrs,Yes
46,Bachelor's,Healthcare,1,Suburban,34,Divorced,Self-employed,5,Rent,Townhouse,Male,Public transit,70608,14121.6,40–49,16+ yrs,Yes
43,Master's,Healthcare,0,Urban,28,Single,Full-time,2,Own,Apartment,Female,Car,74428,37214,40–49,16+ yrs,No
38,Bachelor's,Finance,2,Urban,35,Married,Part-time,6,Rent,Townhouse,Female,Public transit,73396,12232.66667,30–39,16+ yrs,Yes
34,Bachelor's,Healthcare,2,Urban,3,Single,Full-time,3,Rent,Single-family home,Male,Public transit,72038,24012.66667,30–39,0–5 yrs,No
33,High School,Finance,0,Suburban,14,Single,Full-time,4,Own,Townhouse,Male,Walking,75434,18858.5,30–39,11–15 yrs,No
48,Bachelor's,Education,3,Urban,10,Single,Full-time,2,Own,Apartment,Male,Car,878745,439372.5,40–49,6–10 yrs,Yes
68,Master's,Technology,5,Urban,48,Married,Full-time,6,Own,Apartment,Female,Walking,73130,12188.33333,60–70,16+ yrs,No
26,Master's,Healthcare,2,Urban,14,Single,Full-time,6,Own,Townhouse,Male,Car,71930,11988.33333,18–29,11–15 yrs,Yes
48,High School,Others,3,Suburban,20,Married,Self-employed,7,Own,Single-family home,Female,Car,67440,9634.285714,40–49,16+ yrs,No
31,Bachelor's,Finance,4,Urban,34,Single,Self-employed,6,Rent,Apartment,Male,Car,66410,11068.33333,30–39,16+ yrs,Yes
66,Bachelor's,Healthcare,4,Urban,22,Married,Full-time,6,Rent,Single-family home,Male,Public transit,262780,43796.66667,60–70,16+ yrs,No
54,High School,Healthcare,2,Urban,9,Married,Full-time,7,Own,Apartment,Female,Public transit,1684455,240636.4286,50–59,6–10 yrs,No
19,Bachelor's,Technology,0,Urban,3,Single,Part-time,3,Rent,Apartment,Male,Public transit,71988,23996,18–29,0–5 yrs,No
69,Bachelor's,Others,0,Rural,44,Married,Part-time,1,Own,Single-family home,Female,Biking,3279662,3279662,60–70,16+ yrs,No
65,High School,Education,0,Suburban,24,Single,Part-time,5,Own,Single-family home,Male,Biking,4062299,812459.8,60–70,16+ yrs,No
63,Master's,Technology,3,Urban,1,Single,Part-time,6,Own,Apartment,Female,Walking,157715,26285.83333,60–70,0–5 yrs,No
31,High School,Healthcare,4,Suburban,37,Married,Part-time,7,Own,Single-family home,Female,Walking,7272269,1038895.571,30–39,16+ yrs,Yes
50,Doctorate,Education,3,Urban,18,Single,Full-time,1,Own,Apartment,Male,Car,73990,73990,50–59,16+ yrs,Yes
52,Master's,Healthcare,1,Suburban,23,Married,Full-time,1,Own,Single-family home,Male,Biking,71478,71478,50–59,16+ yrs,No
56,Master's,Education,1,Urban,7,Single,Self-employed,3,Rent,Single-family home,Female,Biking,744363,248121,50–59,6–10 yrs,No
64,High School,Healthcare,2,Urban,5,Single,Full-time,6,Own,Single-family home,Male,Public transit,2736301,456050.1667,60–70,0–5 yrs,No
